month,state,killed,injured
2015-12,Virgin Islands,,
2015-11,Virgin Islands,,
2015-10,Virgin Islands,,
2015-09,Virgin Islands,,
2015-08,Virgin Islands,,
2015-07,Virgin Islands,,
2015-06,Virgin Islands,,
2015-05,Virgin Islands,,
2015-04,Virgin Islands,,
2015-03,Virgin Islands,,
2015-02,Virgin Islands,,
2015-01,Virgin Islands,,
2014-12,Virgin Islands,,
2014-11,Virgin Islands,,
27-Aug-,Virginia,0,1
25-Jul-,Virginia,0,1
24-Jul-,Virginia,0,1
22-Jul-,Virginia,0,1
12-Jun-,Virginia,0,1
5-May-01,Virginia,0,1
7-Jan-01,Virginia,0,1
5-Dec-01,Virginia,0,1
10-Aug-,Virginia,0,1
16-Jun-,Virginia,0,1
20-May-,Virginia,0,1
1-May-01,Virginia,0,1
6-Apr-01,Virginia,0,1
4-Apr-01,Virginia,0,1
2-Apr-01,Virginia,0,1
26-Mar-,Virginia,0,2
25-Mar-,Virginia,0,2
21-Mar-,Virginia,0,1
20-Jan-,Virginia,0,1
7-Aug-01,Virginia,0,1
16-Mar-,Virginia,0,1
13-Mar-,Virginia,0,1
24-Jan-,Virginia,0,1
26-Nov-,Virginia,0,1
18-Apr-,Virginia,0,1
24-Mar-,Virginia,0,1
8-Jan-01,Virginia,0,1
3-Jan-01,Virginia,0,1
20-Dec-,Virginia,0,1
2018-09,Virginia,,
2018-08,Virginia,,
2018-07,Virginia,,
2018-06,Virginia,,
2018-05,Virginia,,
2018-04,Virginia,,
2018-03,Virginia,,
2018-02,Virginia,,
2018-01,Virginia,,
2017-12,Virginia,,
2017-11,Virginia,,
2017-10,Virginia,,
2017-09,Virginia,,
2017-08,Virginia,,
2017-07,Virginia,,
2017-06,Virginia,,
2017-05,Virginia,,
2017-04,Virginia,,
2017-03,Virginia,,
2017-02,Virginia,,
2017-01,Virginia,,
2016-12,Virginia,,
2016-11,Virginia,,
2016-10,Virginia,,
2016-09,Virginia,,
2016-08,Virginia,,
2016-07,Virginia,,
2016-06,Virginia,,
2016-05,Virginia,,
2016-04,Virginia,,
2016-03,Virginia,,
2016-02,Virginia,,
2016-01,Virginia,,
2015-12,Virginia,,
2015-11,Virginia,,
2015-10,Virginia,,
2015-09,Virginia,,
2015-08,Virginia,,
2015-07,Virginia,,
2015-06,Virginia,,
2015-05,Virginia,,
2015-04,Virginia,,
2015-03,Virginia,,
2015-02,Virginia,,
2015-01,Virginia,,
2014-12,Virginia,,
2014-11,Virginia,,
5-Jun-01,Washington,0,1
4-Jun-01,Washington,0,1
12-Sep-,Washington,0,1
23-May-,Washington,0,1
18-May-,Washington,0,1
27-Jan-,Washington,0,1
7-Jan-01,Washington,0,1
29-Dec-,Washington,0,1
12-Aug-,Washington,0,1
15-Jul-,Washington,0,1
29-Apr-,Washington,0,1
29-Nov-,Washington,0,1
16-Dec-,Washington,0,1
2018-09,Washington,,
2018-08,Washington,,
2018-07,Washington,,
2018-06,Washington,,
2018-05,Washington,,
2018-04,Washington,,
2018-03,Washington,,
2018-02,Washington,,
2018-01,Washington,,
2017-12,Washington,,
2017-11,Washington,,
2017-10,Washington,,
2017-09,Washington,,
2017-08,Washington,,
2017-07,Washington,,
2017-06,Washington,,
2017-05,Washington,,
2017-04,Washington,,
2017-03,Washington,,
2017-02,Washington,,
2017-01,Washington,,
2016-12,Washington,,
2016-11,Washington,,
2016-10,Washington,,
2016-09,Washington,,
2016-08,Washington,,
2016-07,Washington,,
2016-06,Washington,,
2016-05,Washington,,
2016-04,Washington,,
2016-03,Washington,,
2016-02,Washington,,
2016-01,Washington,,
2015-12,Washington,,
2015-11,Washington,,
2015-10,Washington,,
2015-09,Washington,,
2015-08,Washington,,
2015-07,Washington,,
2015-06,Washington,,
2015-05,Washington,,
2015-04,Washington,,
2015-03,Washington,,
2015-02,Washington,,
2015-01,Washington,,
2014-12,Washington,,
2014-11,Washington,,
26-May-,West Virginia,0,1
20-Jan-,West Virginia,0,1
26-Nov-,West Virginia,0,1
20-Nov-,West Virginia,0,1
5-Nov-01,West Virginia,0,1
28-Oct-,West Virginia,0,1
17-Dec-,West Virginia,0,1
4-Aug-01,West Virginia,0,1
26-Dec-,West Virginia,1,1
2018-09,West Virginia,,
2018-08,West Virginia,,
2018-07,West Virginia,,
2018-06,West Virginia,,
2018-05,West Virginia,,
2018-04,West Virginia,,
2018-03,West Virginia,,
2018-02,West Virginia,,
2018-01,West Virginia,,
2017-12,West Virginia,,
2017-11,West Virginia,,
2017-10,West Virginia,,
2017-09,West Virginia,,
2017-08,West Virginia,,
2017-07,West Virginia,,
2017-06,West Virginia,,
2017-05,West Virginia,,
2017-04,West Virginia,,
2017-03,West Virginia,,
2017-02,West Virginia,,
2017-01,West Virginia,,
2016-12,West Virginia,,
2016-11,West Virginia,,
2016-10,West Virginia,,
2016-09,West Virginia,,
2016-08,West Virginia,,
2016-07,West Virginia,,
2016-06,West Virginia,,
2016-05,West Virginia,,
2016-04,West Virginia,,
2016-03,West Virginia,,
2016-02,West Virginia,,
2016-01,West Virginia,,
2015-12,West Virginia,,
2015-11,West Virginia,,
2015-10,West Virginia,,
2015-09,West Virginia,,
2015-08,West Virginia,,
2015-07,West Virginia,,
2015-06,West Virginia,,
2015-05,West Virginia,,
2015-04,West Virginia,,
2015-03,West Virginia,,
2015-02,West Virginia,,
2015-01,West Virginia,,
2014-12,West Virginia,,
2014-11,West Virginia,,
30-Sep-,Wisconsin,0,1
19-Sep-,Wisconsin,0,1
2-Sep-01,Wisconsin,0,1
30-Jul-,Wisconsin,0,2
1-Jul-01,Wisconsin,0,1
25-Jan-,Wisconsin,0,1
12-Jan-,Wisconsin,0,1
11-Nov-,Wisconsin,0,1
25-Oct-,Wisconsin,0,1
21-Oct-,Wisconsin,0,1
11-Oct-,Wisconsin,0,1
29-Jun-,Wisconsin,0,1
2-May-01,Wisconsin,0,1
27-Nov-,Wisconsin,0,1
24-Nov-,Wisconsin,0,1
23-Nov-,Wisconsin,0,1
20-Nov-,Wisconsin,0,1
19-Nov-,Wisconsin,0,1
30-Oct-,Wisconsin,0,1
17-Oct-,Wisconsin,0,1
15-Sep-,Wisconsin,0,1
22-Mar-,Wisconsin,0,1
29-Nov-,Wisconsin,0,1
22-Nov-,Wisconsin,0,1
21-Nov-,Wisconsin,0,1
23-Jul-,Wisconsin,0,1
10-Jun-,Wisconsin,0,1
26-Dec-,Wisconsin,0,1
2018-09,Wisconsin,,
2018-08,Wisconsin,,
2018-07,Wisconsin,,
2018-06,Wisconsin,,
2018-05,Wisconsin,,
2018-04,Wisconsin,,
2018-03,Wisconsin,,
2018-02,Wisconsin,,
2018-01,Wisconsin,,
2017-12,Wisconsin,,
2017-11,Wisconsin,,
2017-10,Wisconsin,,
2017-09,Wisconsin,,
2017-08,Wisconsin,,
2017-07,Wisconsin,,
2017-06,Wisconsin,,
2017-05,Wisconsin,,
2017-04,Wisconsin,,
2017-03,Wisconsin,,
2017-02,Wisconsin,,
2017-01,Wisconsin,,
2016-12,Wisconsin,,
2016-11,Wisconsin,,
2016-10,Wisconsin,,
2016-09,Wisconsin,,
2016-08,Wisconsin,,
2016-07,Wisconsin,,
2016-06,Wisconsin,,
2016-05,Wisconsin,,
2016-04,Wisconsin,,
2016-03,Wisconsin,,
2016-02,Wisconsin,,
2016-01,Wisconsin,,
2015-12,Wisconsin,,
2015-11,Wisconsin,,
2015-10,Wisconsin,,
2015-09,Wisconsin,,
2015-08,Wisconsin,,
2015-07,Wisconsin,,
2015-06,Wisconsin,,
2015-05,Wisconsin,,
2015-04,Wisconsin,,
2015-03,Wisconsin,,
2015-02,Wisconsin,,
2015-01,Wisconsin,,
2014-12,Wisconsin,,
2014-11,Wisconsin,,
2018-09,Wyoming,,
2018-08,Wyoming,,
2018-07,Wyoming,,
2018-06,Wyoming,,
2018-05,Wyoming,,
2018-04,Wyoming,,
2018-03,Wyoming,,
2018-02,Wyoming,,
2018-01,Wyoming,,
2017-12,Wyoming,,
2017-11,Wyoming,,
2017-10,Wyoming,,
2017-09,Wyoming,,
2017-08,Wyoming,,
2017-07,Wyoming,,
2017-06,Wyoming,,
2017-05,Wyoming,,
2017-04,Wyoming,,
2017-03,Wyoming,,
2017-02,Wyoming,,
2017-01,Wyoming,,
2016-12,Wyoming,,
2016-11,Wyoming,,
2016-10,Wyoming,,
2016-09,Wyoming,,
2016-08,Wyoming,,
2016-07,Wyoming,,
2016-06,Wyoming,,
2016-05,Wyoming,,
2016-04,Wyoming,,
2016-03,Wyoming,,
2016-02,Wyoming,,
2016-01,Wyoming,,
2015-12,Wyoming,,
2015-11,Wyoming,,
2015-10,Wyoming,,
2015-09,Wyoming,,
2015-08,Wyoming,,
2015-07,Wyoming,,
2015-06,Wyoming,,
2015-05,Wyoming,,
2015-04,Wyoming,,
2015-03,Wyoming,,
2015-02,Wyoming,,
2015-01,Wyoming,,
2014-12,Wyoming,,
2014-11,Wyoming,,
